# lat	lon	dist
31.445316	-115.381662	7.464993e+01
31.445316	-115.371017	7.397639e+01
31.445316	-115.360373	7.331047e+01
31.445316	-115.349729	7.265240e+01
31.445316	-115.339085	7.200238e+01
31.445316	-115.328441	7.136063e+01
31.445316	-115.317796	7.072739e+01
31.445316	-115.307152	7.010288e+01
31.445316	-115.296508	6.948733e+01
31.445316	-115.285864	6.888098e+01
31.445316	-115.275219	6.828409e+01
31.445316	-115.264575	6.769691e+01
31.445316	-115.253931	6.711967e+01
31.445316	-115.243287	6.655265e+01
31.445316	-115.232643	6.599612e+01
31.445316	-115.221998	6.545032e+01
31.445316	-115.211354	6.491555e+01
31.445316	-115.200710	6.439206e+01
31.445316	-115.190066	6.388015e+01
31.445316	-115.179421	6.338008e+01
31.445316	-115.168777	6.289215e+01
31.445316	-115.158133	6.241663e+01
31.445316	-115.147489	6.195381e+01
31.445316	-115.136845	6.150399e+01
31.445316	-115.126200	6.106744e+01
31.445316	-115.115556	6.064445e+01
31.445316	-115.104912	6.023531e+01
31.445316	-115.094268	5.984030e+01
31.445316	-115.083624	5.945971e+01
31.445316	-115.072979	5.909382e+01
31.445316	-115.062335	5.874288e+01
31.445316	-115.051691	5.840719e+01
31.445316	-115.041047	5.808700e+01
31.445316	-115.030402	5.778257e+01
31.445316	-115.019758	5.749414e+01
31.445316	-115.009114	5.722197e+01
31.445316	-114.998470	5.696628e+01
31.445316	-114.987826	5.672730e+01
31.445316	-114.977181	5.650524e+01
31.445316	-114.966537	5.630030e+01
31.445316	-114.955893	5.611267e+01
31.445316	-114.945249	5.594252e+01
31.445316	-114.934604	5.579001e+01
31.454314	-115.700988	9.441597e+01
31.454314	-115.690344	9.372476e+01
31.454314	-115.679700	9.303381e+01
31.454314	-115.669056	9.234865e+01
31.454314	-115.658411	9.166940e+01
31.454314	-115.647767	9.099620e+01
31.454314	-115.637123	9.031823e+01
31.454314	-115.626479	8.962429e+01
31.454314	-115.615834	8.893632e+01
31.454314	-115.605190	8.825444e+01
31.454314	-115.594546	8.757881e+01
31.454314	-115.583902	8.690957e+01
31.454314	-115.573258	8.621431e+01
31.454314	-115.562613	8.552320e+01
31.454314	-115.551969	8.483838e+01
31.454314	-115.541325	8.416002e+01
31.454314	-115.530681	8.348827e+01
31.454314	-115.520036	8.280711e+01
31.454314	-115.509392	8.211275e+01
31.454314	-115.498748	8.142489e+01
31.454314	-115.488104	8.074372e+01
31.454314	-115.477460	8.006940e+01
31.454314	-115.466815	7.939337e+01
31.454314	-115.456171	7.869543e+01
31.454314	-115.445527	7.800423e+01
31.454314	-115.434883	7.731995e+01
31.454314	-115.424239	7.664278e+01
31.454314	-115.413594	7.597289e+01
31.454314	-115.402950	7.529411e+01
31.454314	-115.392306	7.459929e+01
31.454314	-115.381662	7.391165e+01
31.454314	-115.371017	7.323138e+01
31.454314	-115.360373	7.255869e+01
31.454314	-115.349729	7.189380e+01
31.454314	-115.339085	7.123692e+01
31.454314	-115.328441	7.058828e+01
31.454314	-115.317796	6.994810e+01
31.454314	-115.307152	6.931663e+01
31.454314	-115.296508	6.869410e+01
31.454314	-115.285864	6.808075e+01
31.454314	-115.275219	6.747684e+01
31.454314	-115.264575	6.688262e+01
31.454314	-115.253931	6.629836e+01
31.454314	-115.243287	6.572431e+01
31.454314	-115.232643	6.516075e+01
31.454314	-115.221998	6.460795e+01
31.454314	-115.211354	6.406620e+01
31.454314	-115.200710	6.353577e+01
31.454314	-115.190066	6.301695e+01
31.454314	-115.179421	6.251002e+01
31.454314	-115.168777	6.201529e+01
31.454314	-115.158133	6.153305e+01
31.454314	-115.147489	6.106358e+01
31.454314	-115.136845	6.060719e+01
31.454314	-115.126200	6.016418e+01
31.454314	-115.115556	5.973484e+01
31.454314	-115.104912	5.931946e+01
31.454314	-115.094268	5.891836e+01
31.454314	-115.083624	5.853181e+01
31.454314	-115.072979	5.816011e+01
31.454314	-115.062335	5.780355e+01
31.454314	-115.051691	5.746240e+01
31.454314	-115.041047	5.713694e+01
31.454314	-115.030402	5.682745e+01
31.454314	-115.019758	5.653418e+01
31.454314	-115.009114	5.625739e+01
31.454314	-114.998470	5.599733e+01
31.454314	-114.987826	5.575422e+01
31.454314	-114.977181	5.552829e+01
31.454314	-114.966537	5.531975e+01
31.454314	-114.955893	5.512880e+01
31.454314	-114.945249	5.495562e+01
31.454314	-114.934604	5.480037e+01
31.454314	-114.923960	5.466322e+01
31.454314	-114.913316	5.454430e+01
31.454314	-114.902672	5.444373e+01
31.463313	-115.722277	9.502663e+01
31.463313	-115.711632	9.434473e+01
31.463313	-115.700988	9.366866e+01
31.463313	-115.690344	9.299855e+01
31.463313	-115.679700	9.230487e+01
31.463313	-115.669056	9.161432e+01
31.463313	-115.658411	9.092966e+01
31.463313	-115.647767	9.025100e+01
31.463313	-115.637123	8.957850e+01
31.463313	-115.626479	8.889816e+01
31.463313	-115.615834	8.820459e+01
31.463313	-115.605190	8.751709e+01
31.463313	-115.594546	8.683579e+01
31.463313	-115.583902	8.616084e+01
31.463313	-115.573258	8.549134e+01
31.463313	-115.562613	8.479440e+01
31.463313	-115.551969	8.410372e+01
31.463313	-115.541325	8.341945e+01
31.463313	-115.530681	8.274175e+01
31.463313	-115.520036	8.207079e+01
31.463313	-115.509392	8.138701e+01
